0,1,2,3
ต้องช่วยตัวเองทุกอย่าง ตั้งแต่เดินเอกสาร จนถึง จองห้องพักก็ต้องทำเอง เข้าใจว่าเป็น รพ รัฐ แต่ก็น่าจะมีการจัดการที่เป็นระบบมากกว่านี้,3,Everything must help themselves Since couriers until the booking was made. It is understood that the hospital should be managed more systematically.,siriraj
พยาบาลดูแลดีมากทั้งการพูดการจาไม่แบ่งชนชั้น,5,"Medical care is very good, the speech's not racist.",siriraj
ประสบการคือ วันนั้นเป็นวันที่23ตุลาคม ชึ่งวันนั้นเราปวดท้องคลอดลูกมาก ก้อเอาเราไปนอนรอที่เตียงเข้าน้ำเกลือ ฉีดยาเร็งคลอด ทิ้งเรานอนไว้ที่เตียง แล้วพยาบาลไปนั่งเล่นมือถือ พอได้1ชั่งโมงผ่านไปเราเลยเรียก พยาบาลคะหนูอยากเบ่งคลอดค่ะ ก็ไม่สนใจ เล่นมือถือต่อ พออีก5นาทีต่อมา เราเลยตะโตนบอกหมอว่า ไม่ไหวแล้วค่ะ จะคลอดแล้ว จนกระทั่งลูกหลุดออกมาทั้งตัว หมอพยาบาลค่อยวิ่งมา....รับลูกเราที่คลอด ...ไม่อยากให้เกิดขึ้นอีกนะคะ อยากให้สนใจคนไข้มากกว่านี้,3,"Experience a day is October 23. Suggestible that our children are very upset stomach. He took us to sleep waiting for a bed in a brine. Cancer drug delivery We left lying on the bed Nurses then went to the living cell Called me over one hour. I want to be a nurse labor force do not play it on mobile. But 5 minutes later, Stone told the doctor that we have talents. Then it will not be delivered until the ball comes out of the body. Doctors, nurses .... I ran to get my son is born. ... I do not want it to happen again. Do patients want more",siriraj
จำนวนแพทย์ไม่เพียงพอ รอนานมาก พอได้พบแพทย์พูดจาฮ่วนๆ หน้าตาไร้อารมณ์ในการให้บริหาร คิดบวกคือแกคงเหนื่อย,3,The number of doctors is not enough to wait long enough to see a doctor he spoke of it. Expressionless faces in the administration. I think I was exhausted,siriraj
คุณหมอเก่งมาก ใส่ใจรายละเอียด แต่ที่เข้ารักษาเป็นคลีนิคพิเศษ ทำงานใกล้เคียงกับเอกชน,5,You are very good Attention to detail But he maintained a special Clinic. Working in line with private,siriraj
ผมเริ่มการรักษาที่โรงพยาบาลแห่งนี้มา 6 ปี ต่อเนื่อง เนื่องจากเป็นโรคไวรัสตับเอ็กเสบบี การเข้ารักษาในครั้งแรกก็ดูจะยุ่งยาก และใช้เวลาอย่างมาก เนื่องจากเป็นคนไข้ใหม่ แต่หลังจากนั้นเมื่อมีใบนัดครั้งต่อไปแล้ว ก็ไม่นานเท่าไหร่  มีคลีนิคนอกเวลาสำหรับนัดคุณหมอประจำที่ตรวจ  ถ้าไม่สะดวกมาในเวลาทำการด้วย รักษาดูอาการอยู่หลายปี  ค่าไวรัส ค่าตับอักเสบก็ลดลง แต่ก็มีภาวะตับแข็ง เนื่องจากใช้ชีวิตก่อนรักษาไม่ดูแลตัวเองประมาท เสี่ยง  คุณหมอดูแลดีมาก คอยหมั่นให้อัลตร้าซาวล์ดูเนื้อตับ จนกุมภาพันธ์ปี 2516 ก็พบว่ามีก้อนที่เนื้อตับ ทำ MRI หมอวินิจฉัยว่าเป็นมะเร็ง ผมเคยถามหมอว่าถ้าเป็นมะเร็งแล้วไง  ผมก็ต้องตายไม่ใช่เหรอ หมอบอกรักษาได้ถ้ารู้เร็วตัดออกได้  คุณหมอที่ดูแลเรื่องตับส่งผมไปหาหมอผ่าตัด  โดยรีบนัด หมอผ่าตัดวินิจฉัย แล้วอธิบายวิธีรักษาให้ผมอย่างละเอียด โดยส่งต่อให้หมอรังสีเริ่มทำในขั้นตอนแรก คือให้คีโมที่ก้อนเนื้อ เพื่อยับยั้งการจะเจริญเติบโตของมัน ทางแพทย์รังสีดูจาก MRI ของผม สนใจในตัวก้อนเนื้อ เพราะมันดูไม่เหมือนเซลมะเร็ง เลยขอตัดก้อนเนื้อนั้นไปตรวจ ประกฎว่าใช่แหละ แต่ำม่ใช่มะเร็งที่เกิดจากเนื้อตับ  แต่เป็นมะเร็งท่อน้ำดีในตับ การทำงานขั้นต่อมาแพทย์รังสี นัดผมมาอุดหลอดเลือดดำที่ตับข้างขวาที่มีก้อนเนื้อ เผื่อให้มันฝ่อ หลังจากนั้นผมบำรุงด้วยโปรตีนเยอะมาก เพื่อให้ตับโตขึ้นในข้างที่ไม่มีก้อนเนื้อ  เผื่อพร้อมสำหรับผ่าตัด หลังจากหนึ่งเดือนผ่านไป คุณหมอศัลย์มาเช็คขนาดตับผม มันก็โตขึ้นพอสมควร คุณหมอก็นัดผ่าตัด ก่อนการผ่าตัดผมกลัวมาก แต่หลังจากเข้ารับการผ่าตัด เหมือนไม่มีอะไรเกิดขึ้น คุณหมอตัดตับผมไป 60% ตามคำบอกของคุณหมอ  แต่ผมก็ไม่ได้มีอาการอะไรยังสามารถใช้ชีวิตอยู่ได้ดี  แต่ต้องมาติดตามอาการเป็นระยะๆ ต่อมาอีก 4 เดือน พบว่ามะเร็งได้กระจายมาที่ต่อมน้ำเหลืองในช่องท้อง จากการตรวจติดตาม ทางหมอศัลย์บอกว่าต้องให้คีโม เลยส่งตัวไปหาหมอเคมียำบัด หมอเคมีบำบัดอธิบายขั้นตอนและวิธีการรักษา ในขั้นนี้เราจะรักษาไม่หายนะครับ  เป็นเป็นการทำให้อาการสงบ เซลล์มะเร็งไม่รุกราม ไม่เติบโต ตอนนี้ผมให้คีโมต่อเนื่องกันมา 4 ครั้ง โดยให้ติดกัน 2 อาทิตย์ เว้น 1 อาทิตย์ แล้วก็ติดกันอีก 2 อาทิตย์ รวมทั้งหมด 12 ครั้ง  เท่ากับ 6 เข็ม คุณหมอบอกว่าการที่ให้ 2 อาทิตย์เท่ากับ 1 เข็ม มันจะช่วยไม่ให้หนักเกินไปสำหรับผม เพราะตัวยามันแรง ผ่านไป 4 ครั้งโชคดีที่ผมไม่มีอาการแพ้ ไม่อาเจียน ทานได้ มีมึนๆนิดหน่อย โดยรวมโอเค  ไม่เคยท้อ เชื่อมั่นในแพทย์ที่รักษา และการให้คำแนะนำ พยาบาลเอาใจใส่ดีทุกครั้งที่มานอนโรงพยาบาล ถามตอบในทุกข้อสงสัย  ผมจะขอผลเลือดมาดูค่าตับ ค่ามะเร็ง ค่าไต ค่าเลือดต่าง โดยให้พยาบาลอธิบายให้ฟัง เนื่องจากต้องการดูสภาพร่างกายโดยตลอด  ขอบคุณคุณหมอและพยาบาลที่นี่ที่ทำให้ผมมั่นใจในการรักษา ไม่ท้อ,5,"I started treatment at this hospital for six consecutive years due to a hepatitis B X-inflammatory. The first treatment is more difficult. And take very seriously As a new patient, But after that, when the next appointment already. How long does it A clinic appointment time for your doctor to check. If not easy to come by during office hours. Treat the symptoms for many years, the hepatitis virus is even lower. It has cirrhosis Since their first treatment does not take care of themselves, underestimate the risks you take very good care doctor. Always wait for the Ultra's a look liver. Until February 2516, he found a lump of meat, liver MRI diagnosed with cancer. I asked the doctor if it is cancer. I was waiting to die. Doctors say that if treated quickly eliminated. The doctor sent me to the care of the liver, a surgeon hurriedly arranged by a surgeon diagnosed. I then explained how to treat them carefully. By delivering radiation to a doctor began to make the first step. Is chemo the tumor. In order to inhibit its growth. Medical radiation, the MRI of my interest in a lump. It does not look like cancer cells. I would like to cut the lump checked. The rule that, yes, it No, แtem cancer caused by liver. But as cholangiocarcinoma in the liver. Next, work, medical radiation. I shot blocked veins in the liver on the right side of the lump. Let it scare After that I care too much protein. Growing up in the liver, so that no lumps. I was ready for surgery After one month has passed Doctor's surgery to check my liver size. It grows moderately Doctor's surgery appointment Before the surgery, I was very afraid But after surgery It's seem nothing heppen The doctor cut my liver to 60% by telling your doctor. But I did not have anything to live well. But the follow up periodically over the next four months, the cancer has spread to the lymph nodes in the abdomen. To monitoring The doctor said that surgery was needed chemotherapy. Send it to a doctor salad chemical treatment. The doctor explained the procedure and chemotherapy treatments. At this stage we do not treat my downfall. As a result calm Cancer cells do not tertiary not grow now chemo consecutive 4 times for each 2 week leave 1 week then next 2 weeks for a total of 12 times equal to 6 pin your doctor says that you two. Sunday is 1 needle it will not be too heavy for me. Because the drug is over 4 times the force Luckily I do not have allergies to eat without vomiting have mellowed a little, overall okay, not give confidence in the medical treatment. And advising Nursing care every time they come to the hospital. Replies in doubt I would like to see the results of blood to the liver, the kidneys, cancer of the blood by the nurse explained. To see the physical condition throughout. Thanks to the doctors and nurses here that gives me confidence for the treatment of non-woven.",siriraj
คือ ผ่าคลอดคุณหมอคุณพยาบาล ดูแลดีมากค่ะ,4,"Is cesarean doctor your medical care, very good.",siriraj
ไปหาหมอเนื่องจากฮอร์โมนไม่ปกติ ตอนแรกคิดว่าศิริราชจะต้องรอนานมากๆเนื่องจากใช้สิทธิ์บัตรทองแต่ปรากฎคือเดี๋ยวนี้โรงพยาบาลพัฒนาระบบดีมากๆ รอไม่ถึงชั่วโมงได้พบคุณหมอและรับยาภายในสามสิบนาทีหลังตรวจเสร็จ คุณหมอเก่งและให้คำแนะนำอย่างดี พยาบาลและเจ้าหน้าที่ให้การบริการและความช่วยเหลืออย่างเป็นระบบ ดีมากๆค่า ตอนแรกคิดว่าไปรักษาบัตรทองจะต้องรอทั้งวันและเจอบริการไม่ดี ศิริราชสมัยนี้ลบล้างความเชื่อเก่าๆได้อย่างหมดจรดค่ะ,5,"Go to the doctor because of hormonal irregularities. I think Siriraj will have to wait a long time since the golden ticket right now, but it turns out that the hospital system is very good. Do not wait hours to see a doctor and get medication within thirty minutes after the examination is completed. Dr. Atta and guide well. Nurses and staff provide services and assistance is very good value at first thought to retain a golden ticket will have to wait a day and see poor service. Siriraj refute this old belief has it stretch out.",siriraj
โรงพยาบาลที่มีคนไข้มากที่สุด แต่กลับปฏิบัติกับคนไข้ทุกคนอย่างดีที่สุด ถึงแม้คนไข้จะเยอะแค่ไหน พยาบาลและคุณหมอก้อไม่เคยละเลยคนไข้ และปฏิบัติกับทุกคนในมาตรฐานเดียวกัน ตรวจละเอียดเหมือนกัน สอบถามประวัติเหมือนกัน ไม่เคยผ่านเลยจุดใดจุดหนึ่งไป ใส่ใจในทุกรายละเอียด ศรัทธาแพทย์ พยาบาล และพนักงานทั้งหมดในโรงพยาบาลนี้ค่ะ,5,"Hospital patients with the most. I treat every patient as well. Although patients will do it. Nurses and doctors do not neglect patients. And treat everybody the same standards. Make a resolution For the same history Never one to pass at some point. The attention to every detail, believing doctors, nurses and staff at the hospital now.",siriraj
เจ้าหน้าที่ประกันสังคมบริการดีมาก น่ารักใจดี พยาบาลสวย ใจดีทุกคน ห้องแอร์ก็เย็น คิดว่านอนโรงแรม555 ส่วนตัวผมชอบมาก บริการทุกระดับประทับใจต้องศิริราช รอตรวจรอผลเลือด สรุปเป็น ลำไส้อักเสบ นอนไปครึ่งวันกลับบ้านได้,5,"Social services staff very lovely, kind, generous, beautiful nurse every room air was cold. I think the hotel 555 Personally, I like a lot Services at all levels have to Siriraj Pending conclusion is awaiting the results of blood inflammatory bowel sleep half the day to go home.",siriraj
คุณแม่ ต้องตรวจจากแพทย์หลายท่าน และแต่ละท่านไม่เชื่อมโยงข้อมูลกัน ทำให้ต้องไป รพ ตามนัด หลายครั้งมากครับ,2,Many mothers have medical examination. And each of you not to link the data to make the appointments to the hospital several times too.,siriraj
ได้เข้าพบคุณหมอแผนกนรีเวชที่รพ.ศิริราชค่ะ เป็นการตรวจ follow up (ติดตามผล) ในเรื่องของเยื่อบุมดลูกเจริญผิดที่ ท่านเป็นอาจารย์หมอแพทย์หญิงที่น่ารักมากๆเลยค่ะ ท่านยิ้มแย้มเป็นมิตร ซักประวัติเราด้วยความอ่อนโยนต่อผู้ป่วย บอกเราว่าที่เราเป็นโรคนี้ต้องรักษาแบบนี้นะคะ พร้อมทั้งแนะนำว่าต้องปฏิบัติตัวยังไง อาจารย์ท่านอธิบายอย่างละเอียดให้กับเรา ทำให้เรารู้สึกปลอดภัยและอบอุ่นหัวใจมากๆเลยค่ะ และที่สำคัญท่านสอนนักศึกษาแพทย์โดยใช้เคสของเราด้วย ดูท่านอธิบายให้นักศึกษาแพทย์ฟังแล้วท่านทั้งเก่งมากและเมตตาทั้งคนไข้และนักเรียน สัมผัสได้เหมือนกับเจอคนที่ไว้ใจได้มากที่สุด เพราะปกติแล้วการตรวจทางนรีเวชเป็นเรื่องละเอียดอ่อนมากๆ เข้าถึงใจผู้ป่วยอย่างลึกซึ้ง ประทับใจมากๆเลยค่ะ :),5,"Please see your doctor gynecological department at the hospital. Siriraj me, is the follow up (follow-up) in the uterine lining grow in the wrong place. He is a professor, medical doctor, a lovely lady very much. He is smiling Our history with gentle on the patient. Tells us that we have to treat this disease now. And suggest that it be treated. Teacher carefully explained to us. We felt safe and warm heart, very much. Most importantly, he taught medical students using our case as well. See you then explain to the students and they are very generous, and both patients and students. I feel like the people you trust the most. The regular gynecological examination is a very sensitive issue. Reach deep heart patients Appreciate very much :)",siriraj
สะอาด บริการดีค่ะ,4,"Clean, good service",siriraj
ปกติจะเขียนรีวิวเกี่ยวกับเหตุการณ์ที่เกิดขึ้นจริงกับตัวเอง  ที่เลือกโรงพยาบาลศิริราช ทำให้ฉันได้เปลี่ยนชีวิตใหม่  เมื่อก่อนตอนสมัย ปวช ดิฉันเป็นสิว คลีนิกที่ว่าดังไปหมด เมื่อใช้ครีมเค้า รักษากับเค้าก็ดีแต่พอยาหมด ครีมหมดก็เป็นสิวเหมือนเดิม  มีคนแนะนำให้ไปรักษาที่ศิริราช แผนกโรคผิวหนัง นอกเวลา  ครั้งแรกที่ไปก็กลัวๆ กล้าๆๆ แต่เมื่อได้พบกับหมอ หมอแนะนำดีมาก ดิฉันไปรักษาตามหมอ 3 ครั้ง หน้าดีขึ้นมาก มีแต่คนทัก  หลังจากนั้นก็หายไม่ได้ไปหาหมออีกเลย,5,"Regular reviews are written about events that actually happened to themselves. Choose a Hospital I changed life As early days of vocational my acne clinic that out loud. When you use the cream Pleasant enough, but keeping him out drugs. Acne cream, it is the same. It has been suggested to maintain the Siriraj. Department of Dermatology, the first time it scared me, but when I met the doctor. The doctor recommended a very good I went to treatment by a doctor three times a lot better, but I say, then I do not go to the doctor again.",siriraj
คนเยอะมากเพราะเป็นรพ.รัฐ ค่ารักษาถ้าจ่ายเองถูกกว่าเอกชนเล็กน้อย ตรงค่าหมอจะแค่100แต่ค่ายาก็จ่ายเต็ม แต่จัดคิวงง มีใบนัดมาในใบมีเวลานัดชัดเจน แต่พอมารอจริง เรียกก่อนเวลา ถ้าไม่รอตลอดก็จะเลยคิวไป แต่พยาบาลบริการดี มีเจ้าหน้าที่ตามจุด แค่ต้องรอยานานบ้าง,3,"A lot of people because the hospital states. If the treatment is to pay yourself a little more private. Then the doctor will pay just 100, but the drug was full, but I have an appointment in the queue with a clear timetable. But to be true Call ahead of time If not, it will not wait forever to queue. But nursing services According to the staff Just have to wait for some drugs",siriraj
คลีนิคพิเศษ รพ ศิริราช บริการดี จัดระบบ แยกคัดกรองคนไข้ จัดลำดับการเข้าพบแพทย์ได้ดี ทำให้ได้ตรวจเร็ว คนไข้ไม่ต้องรอนานและไม่ตกค้างมาก,5,Siriraj Hospital Clinic special service organized separate screening patients. Rate the doctor as well. Make a quick check Patients do not have to wait too long and not much left.,siriraj
ดีค่ะ,4,Good,siriraj
บริการเป็นเลิศ. ถือประโยชน์ส่วนตนเป็นที่ 2. ดูแลคนไข้เป็นที่ 1,5,Service is excellent. 2. Hold personal benefit is that patient care is one.,siriraj
เคยไปรักษาสิวที่โรงพยาบาลศิริราชค่ะ ประทับใจเพราะคุณหมอให้คำแนะนำเป็นอย่างดี  จ่ายยาพอเหมาะ ถ้าหากไม่หมดก็ไม่ต้องซื้อ ใช้ยาตามหมอสั่งแล้วได้ผล ข้อเสีย นัดครั้งแรกต้องล่วงหน้า 1เดือน มาครั้งแรกทำตัวไม่ถูก พยาบาลไม่ค่อยแนะนำ บางครัังรอคิวนานทั้งๆที่มาตามเวลา,4,"Used to treat acne at the hospital here. Impressive because the doctor advised as well. Dispensing moderation If not, do not buy it. Use the medication as the doctor ordered, has the disadvantage of having to first appointment one month prior to the first act improperly. Nursing is not recommended Some sustaining the long queues even at the time.",siriraj
เมื่อวัาที่28/12/59 ได้เข้าไปตรวจตามนัดของคลินิคนารีเวช นึกไปนึกมาเราก็มีอาการผมร่วงมาสัก 2 ปีกว่า ไปตรวจกับคลินิคผิวหนังดีกว่า ว่าแล้วก็ขึ้นไปลงทะเบียนได้คิวที่60 ซึ่งเป็นคิวสุดท้ายของ อ.หมอ แต่เราขอลงไปตรวจที่นารีเวชก่อน พยาบาลแจ้งว่าประมาณ 1 ทุ่ม ให้กลับขึ้นมาตรวจน่ะ แต่ 1 ทุ่มเราก้อยังรรวจไม่เสร็จ ผลสุดท้ายทั้งพยาบาลและอ.หมอ ก็นั่งรอตรวจให้ค่ะ,5,"When the Waa 12/28/59 The latest follow-up of Clinical Gynecology. I thought we were going to have some hair loss over two years to determine the clinical skin better. Then queue up to register 60. This is the last of the queue. The doctor asked us to check before Gynecology. Nurses reported that around 1 o'clock to 1 o'clock back to check, but we're still not completed the survey. The final result of both nurses and. Doc. I sat waiting for my",siriraj
การวินิจฉันโรคของหมอ  เข้าใจว่าหมอเจอคนไข้ที่ป่วยด้วยเป็นโรคมะเร็งและอยู่ในระยะสุดท้ายมาเยอะ  ต้องพูดซ้ำแล้วซ้ำอีกทำให้อาจเบื่อที่จะต้องพูดอ้อมโรคกับคนไข้ระยะสุดท้าย  แต่ด้วยจรรยาบรรณของหมอก็ไม่ควรพูดเพื่อหยุดการรักษาแล้วบอกว่ารักษาไปก็ไม่หาย  ก็ได้ถือว่ารักษาแล้ว  ด้วยน้ำเสียงตะคอกและเสียงน้ารำคาญอย่างนั้นกับคนไข้  ควรจะบอกดีๆหรือไม่ก็แจ้งข่าวกับญาติก็ได้  คนไข้ที่รู้ตัวเองมันก็สิ้นหวังพออยู่แล้ว  มาเจอหมอพูดแบบนี้จะทำให้คนไข้อยู่ต่อด้วยความสิ้นหวัง   คุณชั่งเป็นหมอที่ไร้ความเมตตาเสียจริงๆ  ควรปรับปรุงด้านการใช้วาทะในการพูดกับคนไข้เป็นอย่างมาก,1,Diagnostic disease doctor I understand that my patients ill with cancer and was in the final stages as well. He has repeatedly made may be tired of talking indirectly patients with end-stage disease. But with the ethics of the doctors say it should not stop treatment and said treatment is not lost. It is then maintained A voice shouting and the sound is annoying to the patient. Should tell you whether or not it was news to relatives. Patients know that it was hopeless enough. I say this not to make the patient is in despair. Doctor Scales You are merciless and applause. Should improve the use of words to say to patients is tremendous.,siriraj
มานอนโรงพยาบาลศิริราช ห้องพัก ดี แต่ขาดการบริการที่จอดรถ,3,"The Siriraj hospital room, but the lack of parking.",siriraj
เป็น รพ.รัฐบาลที่ให้บริการอย่างดีเยี่ยม พยาบาลยิ้มแย้มแจ่มใส อาจจะต้องไปเช้าเพื่อได้พบหมอ แต่การรอพบแพทย์ก็ไม่นานจนเกินไป,5,The hospital serves the government well. Nursing beaming Breakfast may have to go to the doctor. But the doctor did not wait too long.,siriraj
ชีวิตมีค่าในบางเวลาไม่อาจรอได้ เวลามารพ.มักจะต้องทำเองบ้างแต่ก็ดีกว่ารอคะ เพราะเวลาของหมอและพยาบาลมีความสำคัญยิ่งในรพ.ใหญ่แล้วถ้วนแต่แลดูวุ่นวายมาก เพราะฉะนั้นอะไรที่เราสามารถช่วยเหลือตัวเองได้ก็ทำได้ ไปจะได้ไม่เป็นภาระแก่บุคคลใครให้เป็นความล่าช้า,5,"Life is precious for some time, can not wait. At the hospital often have to do yourself, but it's better than waiting here. Because time is critical of doctors and nurses in the hospital, but then only look more chaotic. So anything we can do to help themselves too. Not to be a burden to people who are delays.",siriraj
หมอให้คำปรึกษากระจ่างดีค่ะ เข้าใจง่าย เจ้าหน้าที่ก็ต้อนรับดีค่ะ พูดจาดี,4,Doctor consultations radiant good friendly staff will welcome the good things good.,siriraj
พยาบาลดูแลหลังจากคลอดลูกดีมาก บอกและแนะนำดีมากโดยเฉพาะช่วยเหลือเรื่องการให้นมลูกได้ดีจริงๆ ถ้าไม่ได้พยาบาลคอยแนะนำ คอยสอนในทุกเรื่องที่ผู้เป็นแม่ควรทำ เราก็คงทำอะไรไม่เป็นเลย ต้องขอบคุณพยาบาลทุกท่านจริงๆที่ดูแลเราเป็นอย่างดี,4,Nursing care after birth is very good. I recommend a very good and especially help with breastfeeding really well. If not nurse guides Teach everything that a mother should do. We would not be doing anything at all. Thanks to all the nurses who treated us really well.,siriraj
จริงๆก็ไม่ได้ไปรับการรักษานะคะ แต่บริจาคเลือดค่ะ พยาบาลและเจ้าหน้าที่น่ารักมากๆ... ตอนบริจาคเลือดเสร็จ แกล้งเป็นลม (ตอนนั้นไปกับเพื่อน จะแกล้งเพื่อนเล่นตรงหน้าลิฟ) เจ้าหน้าที่วิ่งมาจากในห้องบริจาคเลือด มาถามใหญ่เลยว่าเป็นอะไรมั้ย ประทับใจมากเลยค่า,4,"Really, it's not going to be treated well. But not donate blood Nurses and cute ... At the completion of the blood donation faking fainting (then with friends. I pretended to be playing in front of lift) officers donated blood ran from the room. The big question is what is it. Very good value",siriraj
ให้บริการช้า รคิวนานใสก ไปอย่างต่ำเสับเวลาค่อนวัน แยากฝห้ปรับปรุงเรื่องกานบริการ,2,"The slow service, long queues to a minimum clear Popular Audio Brian takes almost the whole day. แia the training room Gan improve services.",siriraj
หมอเข้าใจลักษณะโรคที่เป็น จ่ายยาตรงโรคกินยา2วันไม่มีอาการ,4,Understand that the disease is This disease dispense medication two days without symptoms.,siriraj
แพทย์ พยาบาล บุคคลากรทุกส่วนงานเป็นมืออาชีพมากๆรู้วิธีรับมือกับภาวะวิกฤตต่างๆ รวมถึง ปัญหาส่วนตัวของคนไข้เอง และญาติของคนไข้,5,"Doctors, nurses and staff all very professional and know how to deal with the crisis, including the patient's own personal problems. And relatives of patients",siriraj
ตัวเองได้คลอดก่อนกำหนดที่โรงพยาบาลศิริราชซึ่งไม่เคยคิดว่าโรงพยาบาลรัฐบาลจะบริการได้รวดเร็ว และดีอย่างนี้ เพราะเราเป็นเคทฉุกเฉิน อายุครรภ์25week+5 ตอนแรกจะเข้าไปตรวจเรื่องน้ำคล่ำกับตกขาวเยอะ แต่พอถึงโรงพยาบาลระหว่างจะไปยื่นบัตรน้ำคล่ำไหลออกมาเราก็ตกใจทำไรไม่ถูกเลยเดินไปห้องที่มีเจ้าหน้าที่ยืนอยู่และบอกเค้าว่าน้ำคล่ำไหล แค่นั้นเจ้าหน้าที่รีบหารถเข็นมาให้นั่ง แล้วก็มีเจ้าหน้าที่มาซักประวัติ สักพักก็พาขึ้นไปห้องรอคลอดเพื่อตรวจว่าใช่น้ำคล่ำจริงรึเปล่า คุณหมอทำการตรวจไปซักประวัติไปสรุปเป็นน้ำคล่ำจริงๆเลยต้องนอนรอคลอดเลย ระยะเวลาทั้งหมดรวดเร็วมาก ทุกคนเป็นมืออาชีพใส่ใจคนไข้ ยิ่งกว่าโรงพยาเอกชนซะอีก ทำให้รู้สึกประทับใจมากค่ะ,5,"Self premature Siriraj Hospital, who never thought the government to service quickly. And this It was Kate emergency Pregnancy 25week + 5 I will check into the water mixed with a lot of vaginal discharge. But by the hospital to submit a full water mixed flows, we do not panic, I went to the room where the officer was standing and told me that the mixed water flow. That staff quickly find a wheelchair to sit. Then there was the official history. Some went to the waiting room to give birth so that water mixed real. The doctor examined the history to conclude a really abundant water to lay bare all. Total time very fast Everyone is a professional patient care. Private hospitals than before. Making very impressed",siriraj
